3.00042 0.0418755 -0.791345
2.6597 0.0388146 -0.855291
2.30093 0.0380312 -0.92937
1.90658 0.0344685 -0.977631
1.50633 0.0357001 -1.05717
1.06211 0.031206 -1.08324
0.628926 0.0358969 -1.1837
0.132253 0.0292026 -1.17366
-0.326512 0.0397197 -1.32229
-0.886354 0.0282893 -1.24795
-1.36226 0.0490711 -1.49334
-2.00714 0.0281401 -1.29996
-2.48575 0.0681618 -1.73204
-3.25479 0.0283788 -1.31263
-3.70562 0.10853 -2.10901
-4.66651 0.0264451 -1.24571
-5.03449 0.211172 -2.77112
-6.27844 -0.00300094 -1.04935
-6.53747 0.530122 -3.92109
-8.04327 -0.172496 -0.923924
-8.04327 0.827504 -0.923924

3.58148 0.000426982 -0.0012498
3.58148 0.000426982 -0.0012498
3.58726 -0.00147958 0.00058601
3.59382 -0.00892576 0.00322052
3.59783 -0.021594 0.00562689
3.59628 -0.0384206 0.00738223
3.58721 -0.0578535 0.008343
3.56972 -0.078264 0.00851588
3.54389 -0.0981668 0.0080122
3.51063 -0.116372 0.00700603
3.47135 -0.132052 0.0056924
3.42778 -0.144737 0.00425281
3.38168 -0.15427 0.00283366
3.3347 -0.160726 0.00153778
3.28827 -0.164346 0.00042587
3.24353 -0.165458 -0.000476408
3.20136 -0.164432 -0.00116912
3.16238 -0.161632 -0.00166963
3.12696 -0.157401 -0.00200271
3.09531 -0.152041 -0.00219623
3.06749 -0.145812 -0.00227824
3.04344 -0.138932 -0.00227455
3.02304 -0.131578 -0.00220752
3.00609 -0.123896 -0.00209549
2.99237 -0.116004 -0.0019529
2.98164 -0.108 -0.00179067
2.97362 -0.0999665 -0.00161672
2.96804 -0.0919748 -0.0014366
2.96464 -0.0840888 -0.00125404
2.96314 -0.0763665 -0.00107152
2.96327 -0.0688611 -0.000890642
2.96478 -0.0616212 -0.000712527
2.96742 -0.0546902 -0.000538044
2.97097 -0.0481062 -0.000367982
2.97521 -0.0419007 -0.000203127
2.97994 -0.036098 -4.42831e-05
2.98501 -0.0307153 0.000107785
2.99025 -0.0257622 0.000252478
2.99554 -0.0212418 0.000389575
3.00079 -0.0171519 0.00051956
3.00592 -0.0134873 0.000644051
3.01085 -0.0102434 0.000766286
3.01555 -0.00741978 0.000891548
3.01998 -0.00502523 0.0010273
3.02409 -0.0030807 0.00118251
3.02781 -0.00161953 0.00136485
3.03104 -0.000679367 0.00157422
3.03359 -0.000278166 0.00178855
3.03523 -0.000354949 0.00193455
3.03573 -0.000683471 0.00182952
3.03467 -0.000434449 0.00108228
3.03467 -0.000434449 0.00108228
